order_id,customer_id,order_date,status,region_code
81,297,2025-02-15 19:46:57,RETURNED,EAST
82,329,2024-08-22 21:48:49,SHIPPED,CENTRAL
83,308,2025-01-06 07:13:05,RETURNED,CENTRAL
84,180,2025-06-12 09:55:03,CANCELLED,CENTRAL
85,353,2026-04-20 00:36:47,CANCELLED,CENTRAL
86,427,2025-07-02 16:11:21,DELIVERED,WEST
87,551,2025-04-02 00:25:42,SHIPPED,EAST
88,148,2025-11-13 10:50:12,PLACED,CENTRAL
89,427,2025-04-06 16:48:10,SHIPPED,WEST
90,209,2026-01-02 18:12:59,PLACED,WEST
91,95,2024-10-24 18:31:08,SHIPPED,NORTH
92,41,2025-03-02 05:09:54,SHIPPED,CENTRAL
93,573,2025-05-09 12:50:43,SHIPPED,EAST
94,16,2025-09-19 18:33:11,SHIPPED,NORTH
95,491,2025-08-20 05:11:59,RETURNED,SOUTH
96,246,2024-08-22 21:23:01,DELIVERED,WEST
97,368,2026-03-07 05:04:57,DELIVERED,CENTRAL
98,478,2024-11-27 16:11:03,CANCELLED,EAST
99,380,2025-09-23 20:11:55,PLACED,CENTRAL
100,150,14-07-2025,RETURNED,CENTRAL
101,428,2025-07-06 18:10:22,SHIPPED,EAST
102,584,2024-08-24 02:14:49,CANCELLED,CENTRAL
103,346,2024-08-12 13:13:42,CANCELLED,WEST
104,361,2025-10-13 18:21:43,RETURNED,WEST
105,556,2024-09-02 03:42:09,PLACED,CENTRAL
106,,2024-10-31 05:11:42,PLACED,NORTH
107,237,15-05-2026,SHIPPED,NORTH
108,467,2025-01-07 06:48:09,RETURNED,CENTRAL
109,500,01-04-2026,RETURNED,CENTRAL
110,18,2026-02-26 23:19:52,DELIVERED,CENTRAL
111,18,2026-04-02 04:19:12,CANCELLED,SOUTH
112,99,2025-06-19 20:00:58,SHIPPED,SOUTH
113,259,2024-07-14 20:34:34,DELIVERED,WEST
114,416,2025-04-06 14:11:48,SHIPPED,SOUTH
115,83,2026-04-27 08:11:48,PLACED,NORTH
116,387,2025-11-15 13:14:25,PLACED,NORTH
117,85,2025-05-25 14:33:30,CANCELLED,EAST
118,98,2026-04-18 00:40:53,PLACED,SOUTH
119,581,2025-09-19 13:38:41,PLACED,NORTH
120,288,2024-08-13 02:32:05,RETURNED,NORTH
121,323,06-12-2024,SHIPPED,CENTRAL
122,408,2025-07-13 17:00:05,DELIVERED,SOUTH
123,581,2024-09-14 06:42:29,CANCELLED,CENTRAL
124,144,2026-01-07 09:57:19,PLACED,CENTRAL
125,355,07-01-2025,CANCELLED,SOUTH
126,349,2025-01-22 12:08:33,RETURNED,CENTRAL
127,335,06-03-2025,DELIVERED,WEST
128,365,2026-07-07 18:47:29,CANCELLED,WEST
129,600,2025-10-24 04:55:08,PLACED,CENTRAL
130,253,2025-06-09 15:17:41,PLACED,EAST
131,158,2026-02-22 20:38:27,DELIVERED,EAST
132,6,2026-04-14 12:11:17,CANCELLED,EAST
133,105,2026-02-08 09:05:24,SHIPPED,WEST
134,569,2025-01-01 04:55:00,PLACED,NORTH
135,568,2025-03-23 10:38:16,RETURNED,EAST
136,13,2024-08-06 17:04:14,CANCELLED,NORTH
137,573,2025-11-14 04:35:30,SHIPPED,CENTRAL
138,390,2025-12-06 01:26:54,DELIVERED,EAST
139,150,23-06-2025,CANCELLED,EAST
140,496,2025-02-09 02:07:38,DELIVERED,EAST
141,508,2026-02-21 23:58:38,SHIPPED,WEST
142,312,12-09-2024,CANCELLED,EAST
143,390,2024-10-09 07:54:09,DELIVERED,WEST
144,140,2025-03-14 12:29:56,RETURNED,SOUTH
145,182,2025-12-30 08:13:32,DELIVERED,EAST
146,503,2026-02-18 06:33:40,SHIPPED,EAST
147,403,2025-07-24 06:35:19,RETURNED,SOUTH
148,559,2024-09-30 19:37:45,RETURNED,NORTH
149,473,2025-11-26 22:34:40,SHIPPED,WEST
150,71,2026-03-19 04:55:16,CANCELLED,WEST
151,311,2026-05-18 13:01:17,SHIPPED,WEST
152,76,2025-11-27 13:53:59,RETURNED,WEST
153,548,2025-11-24 02:58:17,CANCELLED,CENTRAL
154,,2025-10-14 21:39:06,RETURNED,CENTRAL
155,88,2025-07-11 13:19:26,SHIPPED,EAST
156,46,2025-10-04 12:45:56,CANCELLED,EAST
157,441,2024-12-19 19:32:52,PLACED,EAST
158,532,2024-12-02 06:56:46,RETURNED,SOUTH
159,401,2026-03-31 20:40:52,RETURNED,CENTRAL
160,26,2024-11-01 13:24:02,DELIVERED,WEST
161,88,2026-05-09 13:21:06,SHIPPED,EAST
162,467,2024-08-02 21:28:29,RETURNED,WEST
163,100,2026-03-03 16:49:00,CANCELLED,EAST
164,46,2025-10-25 02:03:02,PLACED,NORTH
165,112,2026-06-06 23:00:34,SHIPPED,SOUTH
166,566,2025-12-09 22:25:49,RETURNED,WEST
167,238,2025-01-20 21:38:33,SHIPPED,SOUTH
168,443,2026-06-25 19:55:55,RETURNED,SOUTH
169,440,2025-05-06 20:35:24,SHIPPED,SOUTH
170,65,2025-10-12 06:37:42,RETURNED,SOUTH
171,202,2025-07-25 06:42:18,DELIVERED,WEST
172,321,2026-03-29 13:37:20,RETURNED,WEST
173,357,2026-06-09 23:13:19,CANCELLED,CENTRAL
174,305,2025-07-30 03:36:00,RETURNED,NORTH
175,321,2026-02-17 03:54:42,DELIVERED,NORTH
176,145,2024-07-12 14:20:56,CANCELLED,CENTRAL
177,393,2025-01-02 02:29:24,CANCELLED,CENTRAL
178,178,2024-12-02 09:34:51,CANCELLED,EAST
179,323,2025-08-14 15:14:47,RETURNED,NORTH
180,10,2024-10-15 23:33:43,SHIPPED,WEST
181,518,2025-09-30 22:09:33,CANCELLED,WEST
182,455,2025-08-23 02:28:55,PLACED,CENTRAL
183,,2026-05-04 23:49:19,DELIVERED,NORTH
184,551,2025-09-12 05:07:25,CANCELLED,CENTRAL
185,508,2025-11-24 07:10:12,PLACED,CENTRAL
186,557,2025-05-30 21:00:01,DELIVERED,CENTRAL
187,43,2025-05-25 13:42:50,CANCELLED,CENTRAL
188,436,2024-10-05 04:39:03,SHIPPED,EAST
189,34,2025-05-23 11:55:27,DELIVERED,NORTH
190,121,2025-01-03 17:12:27,SHIPPED,SOUTH
191,360,2024-07-14 15:07:42,RETURNED,WEST
192,143,2026-01-13 13:49:12,SHIPPED,NORTH
193,546,2025-04-26 14:57:41,RETURNED,SOUTH
194,300,2025-08-07 23:33:00,DELIVERED,CENTRAL
195,98,2025-10-29 16:58:36,CANCELLED,NORTH
196,130,2026-02-03 04:58:51,SHIPPED,SOUTH
197,330,2024-12-05 22:23:44,CANCELLED,WEST
198,276,2026-04-17 02:04:23,CANCELLED,WEST
199,96,2025-10-05 17:57:30,DELIVERED,EAST
200,500,2025-01-14 01:03:50,PLACED,NORTH
201,470,2024-12-04 05:04:21,DELIVERED,NORTH
202,408,2025-11-09 16:10:15,CANCELLED,SOUTH
203,331,2025-11-15 09:05:42,DELIVERED,CENTRAL
204,580,2025-05-24 08:32:32,DELIVERED,NORTH
205,,2025-06-16 06:53:41,CANCELLED,NORTH
206,162,2025-11-26 18:39:49,PLACED,WEST
207,136,2024-08-31 22:28:34,DELIVERED,SOUTH
208,281,2025-01-23 22:47:21,DELIVERED,EAST
209,170,26-06-2025,DELIVERED,SOUTH
210,94,2025-02-08 16:34:57,PLACED,SOUTH
211,136,2025-10-29 04:21:02,RETURNED,WEST
212,,2025-02-23 19:30:00,PLACED,WEST
213,490,15-11-2024,CANCELLED,NORTH
214,105,2026-05-21 03:13:24,DELIVERED,EAST
215,137,2025-09-11 07:31:24,SHIPPED,NORTH
216,9,2025-02-26 14:07:06,SHIPPED,WEST
217,219,2024-12-11 13:17:01,SHIPPED,WEST
218,454,2024-08-22 19:23:19,PLACED,NORTH
219,127,2025-02-06 12:44:57,CANCELLED,EAST
220,323,2026-01-04 20:17:24,SHIPPED,EAST
221,255,2026-03-27 17:02:00,RETURNED,CENTRAL
222,28,2025-12-05 03:47:32,DELIVERED,SOUTH
223,522,2025-03-03 04:24:35,CANCELLED,EAST
224,246,2025-07-06 05:05:01,PLACED,SOUTH
225,73,2026-01-07 12:00:37,PLACED,EAST
226,136,2025-04-02 22:27:02,RETURNED,WEST
227,177,2025-05-19 14:48:05,PLACED,NORTH
228,15,2026-05-28 20:22:40,PLACED,NORTH
229,408,2024-09-07 00:44:08,RETURNED,WEST
230,412,2025-04-14 13:49:01,RETURNED,CENTRAL
231,285,2025-05-23 11:22:35,PLACED,CENTRAL
232,160,2024-09-13 00:16:50,CANCELLED,CENTRAL
233,68,2026-04-20 03:14:26,CANCELLED,SOUTH
234,89,2025-06-16 16:37:43,PLACED,WEST
235,57,2024-07-30 05:17:26,SHIPPED,NORTH
236,,2025-11-24 22:10:20,PLACED,SOUTH
237,356,2024-08-12 05:20:35,DELIVERED,SOUTH
238,276,2024-09-25 12:18:34,PLACED,NORTH
239,440,2024-09-17 07:00:12,PLACED,EAST
240,591,2026-06-15 10:45:53,CANCELLED,WEST
241,57,2024-10-13 11:47:27,RETURNED,SOUTH
242,262,2025-05-11 09:23:42,RETURNED,NORTH
243,522,30-01-2025,PLACED,SOUTH
244,,2026-07-09 08:23:29,SHIPPED,SOUTH
245,37,2024-10-19 10:57:50,CANCELLED,SOUTH
246,427,2024-10-04 08:40:06,DELIVERED,EAST
247,586,2026-02-04 14:32:54,RETURNED,NORTH
248,529,2026-05-23 10:50:56,CANCELLED,NORTH
249,290,2025-02-25 15:36:41,DELIVERED,EAST
250,468,05-06-2026,SHIPPED,EAST
251,312,2024-10-08 19:37:23,SHIPPED,WEST
252,506,2024-12-27 19:40:09,SHIPPED,CENTRAL
253,252,2024-11-01 07:53:44,CANCELLED,NORTH
254,355,2026-05-08 18:18:50,PLACED,EAST
255,,2025-10-11 12:02:52,DELIVERED,NORTH
256,244,2025-03-26 02:32:54,PLACED,SOUTH
257,96,14-05-2025,SHIPPED,CENTRAL
258,382,2025-08-06 02:16:09,PLACED,CENTRAL
259,137,2025-12-05 10:33:13,CANCELLED,NORTH
260,64,2025-12-17 17:48:28,SHIPPED,SOUTH
261,323,2025-09-08 04:23:54,CANCELLED,EAST
262,279,2025-03-05 00:27:27,SHIPPED,SOUTH
263,599,2025-10-31 06:42:49,PLACED,SOUTH
264,322,2025-06-08 11:41:38,RETURNED,EAST
265,213,2024-08-27 12:33:15,CANCELLED,EAST
266,93,2026-01-29 14:06:30,DELIVERED,CENTRAL
267,,2025-10-03 04:25:59,DELIVERED,SOUTH
268,255,2025-08-25 10:52:43,CANCELLED,CENTRAL
269,,2026-01-11 14:45:09,SHIPPED,NORTH
270,464,2025-05-02 22:57:54,RETURNED,SOUTH
271,105,2025-12-31 23:14:27,SHIPPED,NORTH
272,,2025-03-21 14:31:46,SHIPPED,SOUTH
273,411,2024-07-31 01:50:44,PLACED,CENTRAL
274,77,25-02-2025,PLACED,SOUTH
275,455,2025-03-18 13:14:36,PLACED,EAST
276,473,18-10-2025,RETURNED,WEST
277,405,2025-02-23 18:27:40,CANCELLED,WEST
278,220,2025-05-30 16:32:54,DELIVERED,EAST
279,153,17-02-2025,RETURNED,CENTRAL
280,303,2025-04-18 01:10:59,RETURNED,WEST
281,287,2025-03-22 17:52:19,CANCELLED,SOUTH
282,539,2025-09-20 12:03:25,RETURNED,NORTH
283,368,2026-01-28 11:37:56,CANCELLED,EAST
284,515,2025-03-01 14:13:13,DELIVERED,SOUTH
285,,2026-03-30 05:20:34,PLACED,EAST
286,484,2026-06-06 22:34:36,RETURNED,SOUTH
287,103,2024-12-30 20:19:03,SHIPPED,EAST
288,58,2026-01-24 17:19:35,SHIPPED,CENTRAL
289,398,2025-11-14 23:42:44,SHIPPED,SOUTH
290,326,2026-05-29 01:03:53,DELIVERED,CENTRAL
291,,2026-01-07 16:57:14,RETURNED,CENTRAL
292,193,2025-08-14 22:53:44,CANCELLED,CENTRAL
293,503,29-10-2024,PLACED,SOUTH
294,21,2025-10-02 06:57:27,PLACED,EAST
295,207,2026-04-08 17:18:24,DELIVERED,SOUTH
296,332,22-07-2025,SHIPPED,CENTRAL
297,146,2025-03-27 01:19:16,RETURNED,EAST
298,383,2025-07-18 06:01:57,CANCELLED,CENTRAL
299,310,2026-04-04 20:19:24,SHIPPED,WEST
300,499,2024-08-06 22:13:07,SHIPPED,CENTRAL
301,366,2026-03-19 11:06:52,RETURNED,SOUTH
302,302,2025-07-13 05:44:19,PLACED,CENTRAL
303,582,28-01-2026,RETURNED,EAST
304,227,2024-08-14 03:21:42,PLACED,WEST
305,80,2025-07-08 22:03:17,DELIVERED,SOUTH
306,91,2025-05-30 01:52:55,DELIVERED,WEST
307,,2025-04-30 17:58:11,PLACED,EAST
308,111,2024-12-09 10:07:06,PLACED,WEST
309,430,2025-12-05 00:18:47,CANCELLED,WEST
310,360,2025-06-01 14:20:20,PLACED,WEST
311,592,2024-12-17 13:44:35,SHIPPED,SOUTH
312,35,2026-06-13 22:09:35,DELIVERED,EAST
313,76,2026-01-14 08:16:39,CANCELLED,SOUTH
314,561,2025-07-28 08:32:39,PLACED,EAST
315,495,2025-01-17 20:30:33,CANCELLED,SOUTH
316,445,2026-03-20 09:20:09,PLACED,EAST
317,195,2025-11-16 01:07:03,RETURNED,CENTRAL
318,289,2024-12-12 04:07:13,PLACED,NORTH
319,563,2024-12-16 03:40:50,SHIPPED,NORTH
320,438,2025-11-30 13:12:21,RETURNED,WEST
321,27,2024-11-19 08:11:55,DELIVERED,NORTH
322,119,2024-12-08 23:51:26,CANCELLED,WEST
323,272,2026-04-16 13:05:48,RETURNED,WEST
324,391,2025-12-23 06:36:58,CANCELLED,NORTH
325,477,2024-11-24 23:50:54,DELIVERED,CENTRAL
326,100,2026-02-20 04:28:25,DELIVERED,CENTRAL
327,233,2025-01-15 04:49:57,CANCELLED,CENTRAL
328,549,2025-12-27 19:24:52,CANCELLED,CENTRAL
329,488,2024-09-30 11:43:48,CANCELLED,NORTH
330,530,2026-04-07 03:00:06,RETURNED,SOUTH
331,460,2025-11-24 16:09:29,SHIPPED,SOUTH
332,130,03-07-2026,PLACED,WEST
333,152,2026-06-15 03:14:48,DELIVERED,EAST
334,69,2026-01-15 01:19:39,RETURNED,WEST
335,283,2024-10-14 04:57:25,PLACED,CENTRAL
336,430,2024-12-20 11:19:21,SHIPPED,SOUTH
337,597,2024-12-10 18:53:17,PLACED,NORTH
338,104,2025-07-30 09:39:30,RETURNED,EAST
339,271,2026-03-30 06:50:30,CANCELLED,CENTRAL
340,39,2025-07-04 08:34:26,CANCELLED,SOUTH
341,412,01-11-2025,DELIVERED,SOUTH
342,,2025-01-20 01:23:36,DELIVERED,EAST
343,,2025-09-14 10:03:26,DELIVERED,EAST
344,504,2025-12-18 06:02:26,PLACED,SOUTH
345,454,2024-11-20 11:26:56,DELIVERED,EAST
346,92,2024-07-19 07:03:37,SHIPPED,WEST
347,529,2025-03-22 03:34:49,PLACED,CENTRAL
348,68,2026-04-27 19:09:03,RETURNED,WEST
349,537,2024-10-04 05:20:55,PLACED,SOUTH
350,206,2024-12-31 15:00:35,SHIPPED,NORTH
351,370,2026-01-02 04:32:20,DELIVERED,EAST
352,518,2026-02-08 23:31:15,PLACED,NORTH
353,501,2026-01-30 18:23:33,SHIPPED,WEST
354,359,2025-07-10 14:22:00,DELIVERED,NORTH
355,396,26-06-2025,RETURNED,SOUTH
356,231,2026-02-01 23:55:52,DELIVERED,WEST
357,10,2025-06-25 21:17:34,SHIPPED,SOUTH
358,9,2025-12-19 16:48:33,RETURNED,EAST
359,282,2025-01-21 16:39:41,CANCELLED,EAST
360,224,2024-10-08 09:11:36,RETURNED,CENTRAL
361,105,19-06-2026,DELIVERED,CENTRAL
362,290,2025-01-29 09:15:07,PLACED,WEST
363,284,2025-01-02 10:24:20,DELIVERED,EAST
364,306,2024-08-15 21:43:09,RETURNED,SOUTH
365,414,2025-03-25 15:33:10,SHIPPED,NORTH
366,303,2026-05-22 08:09:01,CANCELLED,WEST
367,37,2024-07-28 12:24:02,RETURNED,SOUTH
368,228,2025-04-12 23:19:35,CANCELLED,EAST
369,175,2025-09-28 03:28:38,RETURNED,SOUTH
370,483,2025-09-13 19:54:37,DELIVERED,CENTRAL
371,188,2026-04-26 17:19:32,DELIVERED,NORTH
372,229,2024-08-16 09:42:20,DELIVERED,WEST
373,340,2025-07-04 09:57:49,RETURNED,EAST
374,121,2025-08-03 11:04:00,RETURNED,CENTRAL
375,73,2024-08-16 06:54:38,SHIPPED,CENTRAL
376,391,2024-07-28 00:48:53,CANCELLED,NORTH
377,155,2025-09-14 15:27:40,SHIPPED,EAST
378,584,2024-12-19 03:34:12,CANCELLED,SOUTH
379,185,2024-08-13 23:18:08,CANCELLED,EAST
380,182,2024-09-26 14:08:03,PLACED,NORTH
381,215,2026-02-24 16:41:54,SHIPPED,CENTRAL
382,502,2024-12-22 08:34:12,PLACED,SOUTH
383,440,2024-08-09 16:35:20,CANCELLED,WEST
384,,2026-02-18 05:32:45,DELIVERED,NORTH
385,544,2025-11-10 13:06:17,PLACED,SOUTH
386,353,2025-07-14 14:52:19,PLACED,WEST
387,314,2025-04-26 02:46:11,PLACED,EAST
388,467,2024-09-30 19:10:00,RETURNED,CENTRAL
389,138,2024-12-30 13:50:56,CANCELLED,EAST
390,169,2026-01-25 06:22:38,CANCELLED,NORTH
391,135,2026-01-10 17:39:05,PLACED,CENTRAL
392,127,2025-10-20 02:08:16,PLACED,WEST
393,262,2026-06-27 09:03:04,RETURNED,NORTH
394,50,2024-11-11 09:06:08,PLACED,NORTH
395,427,2025-11-03 20:53:36,PLACED,CENTRAL
396,157,2026-01-11 12:17:15,PLACED,EAST
397,104,2024-07-21 21:08:03,DELIVERED,CENTRAL
398,141,2025-01-05 00:18:09,PLACED,CENTRAL
399,121,2025-10-09 09:22:58,PLACED,WEST
400,205,2026-03-11 00:29:33,RETURNED,SOUTH
401,420,2025-03-24 15:51:57,PLACED,CENTRAL
402,213,2024-07-19 18:52:28,CANCELLED,EAST
403,14,2025-02-04 22:15:53,PLACED,CENTRAL
404,153,2025-05-12 04:22:08,RETURNED,NORTH
405,104,2025-02-03 01:20:53,SHIPPED,WEST
406,304,2024-10-11 02:53:20,PLACED,NORTH
407,41,2024-09-17 09:12:23,DELIVERED,EAST
408,119,2024-08-01 01:00:06,PLACED,NORTH
409,175,2026-03-01 20:53:53,CANCELLED,CENTRAL
410,96,2026-02-14 00:08:59,DELIVERED,SOUTH
411,410,2024-08-24 03:01:09,DELIVERED,WEST
412,490,2025-05-16 08:45:34,SHIPPED,NORTH
413,61,2025-03-18 17:47:59,SHIPPED,NORTH
414,495,2026-03-12 19:01:01,CANCELLED,SOUTH
415,368,2026-04-24 00:53:15,SHIPPED,WEST
416,116,2024-10-13 00:32:05,CANCELLED,NORTH
417,322,26-07-2025,RETURNED,CENTRAL
418,230,2024-11-28 16:25:33,DELIVERED,CENTRAL
419,98,2026-06-27 04:33:39,SHIPPED,WEST
420,395,2024-08-04 04:37:34,RETURNED,CENTRAL
421,161,2025-12-28 08:08:21,CANCELLED,WEST
422,77,2026-07-11 09:45:12,DELIVERED,SOUTH
423,285,19-02-2025,SHIPPED,CENTRAL
424,413,2024-12-19 06:31:51,PLACED,WEST
425,587,2024-09-01 02:49:24,CANCELLED,WEST
426,510,2024-08-16 10:43:26,PLACED,NORTH
427,37,2024-08-21 17:17:22,PLACED,NORTH
428,312,2024-11-03 02:20:10,RETURNED,SOUTH
429,468,2025-11-03 15:09:00,DELIVERED,NORTH
430,466,2025-04-10 18:36:59,RETURNED,CENTRAL
431,373,2024-08-28 02:28:25,PLACED,NORTH
432,228,14-07-2025,DELIVERED,EAST
433,383,2026-06-19 17:06:51,PLACED,SOUTH
434,420,2025-08-28 10:07:47,RETURNED,SOUTH
435,403,2026-04-17 01:01:48,SHIPPED,EAST
436,425,10-11-2024,RETURNED,NORTH
437,462,2025-10-11 05:55:19,RETURNED,CENTRAL
438,511,28-04-2025,PLACED,CENTRAL
439,600,2025-06-20 07:22:48,RETURNED,SOUTH
440,178,2026-01-29 17:26:16,SHIPPED,NORTH
441,330,2025-01-25 18:26:33,CANCELLED,WEST
442,255,2024-10-13 04:56:39,DELIVERED,EAST
443,137,2025-05-23 08:08:21,RETURNED,CENTRAL
444,561,2026-05-27 19:32:04,RETURNED,SOUTH
445,298,2024-09-27 18:33:11,SHIPPED,SOUTH
446,331,2024-07-20 04:47:14,DELIVERED,CENTRAL
447,585,2026-05-08 09:31:34,CANCELLED,CENTRAL
448,433,2026-01-15 17:35:22,RETURNED,NORTH
449,,2026-06-06 00:04:58,PLACED,SOUTH
450,165,2026-02-28 14:14:32,DELIVERED,SOUTH
451,303,2024-11-25 17:53:28,RETURNED,NORTH
452,464,2024-10-12 06:51:41,RETURNED,SOUTH
453,575,2025-10-29 21:19:24,RETURNED,EAST
454,49,2025-01-31 05:40:37,CANCELLED,WEST
455,321,2025-10-06 12:26:46,PLACED,NORTH
456,208,2024-10-15 07:49:46,CANCELLED,SOUTH
457,377,2026-02-15 05:23:36,RETURNED,CENTRAL
458,199,2026-01-19 03:22:19,SHIPPED,NORTH
459,178,2025-01-23 21:53:04,PLACED,WEST
460,,2024-11-13 08:03:23,DELIVERED,SOUTH
461,262,24-05-2025,CANCELLED,SOUTH
462,,2026-01-14 18:42:01,RETURNED,NORTH
463,309,2026-01-20 18:21:47,RETURNED,CENTRAL
464,326,2026-01-20 21:22:14,SHIPPED,CENTRAL
465,518,2025-04-10 06:31:00,RETURNED,CENTRAL
466,358,2025-07-26 11:20:04,SHIPPED,EAST
467,301,2025-07-07 01:22:56,RETURNED,CENTRAL
468,575,2025-05-09 06:22:40,PLACED,NORTH
469,457,2025-06-18 07:00:54,RETURNED,CENTRAL
470,41,2025-08-27 03:31:48,DELIVERED,WEST
471,117,2025-06-08 09:17:33,RETURNED,EAST
472,,2025-05-27 15:29:52,DELIVERED,CENTRAL
473,457,2024-11-12 21:11:10,DELIVERED,SOUTH
474,85,2024-10-29 01:42:09,SHIPPED,CENTRAL
475,68,2025-09-30 15:07:01,SHIPPED,WEST
476,211,2025-06-15 17:12:25,CANCELLED,NORTH
477,158,07-04-2026,DELIVERED,NORTH
478,56,2025-10-17 15:40:29,DELIVERED,CENTRAL
479,234,2026-05-03 17:37:24,CANCELLED,WEST
480,415,2026-02-05 20:06:15,PLACED,WEST
481,548,19-03-2026,RETURNED,NORTH
482,600,19-09-2024,PLACED,EAST
483,109,2025-06-21 23:53:24,DELIVERED,CENTRAL
484,449,2025-08-25 09:56:56,PLACED,WEST
485,226,2024-11-25 17:36:22,CANCELLED,CENTRAL
486,148,2025-04-24 07:08:45,DELIVERED,NORTH
487,569,2026-06-27 11:00:40,PLACED,NORTH
488,404,2026-01-01 09:24:25,PLACED,EAST
489,353,2025-01-29 12:03:05,RETURNED,SOUTH
490,227,2026-05-07 05:39:47,DELIVERED,SOUTH
491,581,2026-06-13 12:20:26,RETURNED,WEST
492,75,2025-05-03 19:26:12,PLACED,EAST
493,595,2026-05-15 21:57:57,DELIVERED,EAST
494,241,2025-08-25 20:09:03,RETURNED,NORTH
495,326,2025-01-02 06:13:53,DELIVERED,CENTRAL
496,599,2025-02-28 22:41:32,RETURNED,EAST
497,439,2024-08-11 02:57:56,DELIVERED,SOUTH
